score,comment
10.0,"매달 4일가량 제주를 방문하는데 주로 호텔에서만 지내다 이번엔 오랜만에 가족들과의 여행이라 이곳에 재방문했습니다.  여러번 이용했었지만 이전 풍림일때도 자주 찾았던 리조트입니다. 
이 리조트의 큰 장점이 위치인거같아요. 서귀포 가운데 위치해 있어서 제주도 이곳저곳 다니기에 아주 좋은 위치인거같아요. 이마트도 가까이 있어서 완전 좋더라구요. 리조트 주변이 시끄럽지않고 산책하기도 좋습니다. 
체크인시 예약했던 룸과 좀 달라 문의했더니 다시 룸변경해주셔서 다행이었구요. 깔끔하게 부분 리모델링이 된듯해서 쾌적하게 가족들과 2박을 즐기다가 왔습니다. 침구류도 좋았습니다.
단점이라면 tv가 거실에없고 방에 있는게 가족들이 살짝 불편했지만 여행와서 tv는 보지말자구하고 ㅋㅋ그리고 애슐리 디너예약후 방문했는데 수학여행단이 너무많아 거의 먹지못하고 도망나오듯한게 좀 불편했어요. 수학여행단은 따로 식사했으면 좋을거같아요.
오랜만의 가족여행에 내집같은 편한함을 느끼며 좋은 추억이 되는데 큰 역할을 해준 켄싱턴리조트.
큰형의 건강이 더 나빠지질 않길바라며 또다시 어머니와 큰형을 모시고 방문할수 있기를 빌어봅니다.
"
10.0,"1박으로 성인4  유아2 숙박했고 제가 특가로 예약했는데 운좋게 리뉴얼된룸에묵었습니다.
이 가격에 지금까지 가족여행 다녔던 호텔 리조트 중에서 시설이나 룸크기 컨디션이  제일 좋았던 것 같습니다.
 가구도 모두 새거라 깨끗하고 인테리어도 딱 적당히 고급스럽고 쾌적하고 편안해서 좋았습니다. 
가든뷰도 예쁘지만  방안에서 마운틴뷰 너무 멋있었구요.
60대 부모님 모두 만족하셔서 다른데안가고 숙소에서 더계속 더 머물자고 하셨네요. 어린이들데리고 이곳저곳 차로 이동하기 힘든데 리조트내 가든이 예쁘고 거기서보이는 바다뷰랑 올레길이있어서 빨리 체크인하고숙소 머물면서 쉬었으면 오히려 더 좋았을걸 싶었어요. 
숙소에서는 한라산뷰  정원에서는 바디뷰가 있던 점이 암튼 최고로 좋았구요.
그리고 직원분들이 정말 친절하시네요 투숙객들 얼굴을 기억하고 계신건지 하나하나 살뜰히 필요한 점을 챙겨주셔서 저희가족 모두 잘 접대(?)받는 느낌이었습니다. 좋은 호텔도 그렇게 일일이 챙겨주시지는 않던데  참 서비스 하나하나 세심하시더라구요. 
시살 곳곳 돌아다니시던 정장입은 남자직원분  데스크에 여자 직원분 조은설매니저님 덕분에 가족들과 편안히 머물렀어요 진심어린 서비스에 감사합니다"
10.0,"서귀포 켄싱턴 리조트 앞에는 버스정류장과 공항버스정류장이 있답니다^^!
차 없이 돌아다니기 편해요.
리조트의 바다 경치와 편의점.  세탁실. 직원들의 친절함은!!브라보~~ 짝짝짝!
왠만한 서귀포 관광지는 다양한 버스들이  다녀줘서 이동 편하고 제주도민들과 얘기도 할 수 있어 정보공유가 가능했어요!
주의할 점은 버스를 타기 위해선 버스가 다가 올 때 적극적으로 손을 흔들어 의사 표현해 주시고^^~(버스가그냥 지나갑니다) 버스 안에선 기사님들이 다양한 나라의 관광객에게 지쳐 계시기 때문에 떠들면 안돼요!! 쉿 조용!! 교통체계가 육지와 다르니 색다름을 느껴 보길 바라며~아고다 고맙습니다! 생각보다 너무 좋아 일행들에게 고맙단 인사 들었습니다^◇^ 걷는거 좋아하시는 분들 강~~추!

"
10.0,"4박5일 정말 즐겁고 편안한 시간 보내고 갑니다🙂

라운지와 룸  유아도서가 비치된 코코몽 라운지  애슐리 퀸즈 조식  24시간 편의점  오락실 모두 알차게 이용했어요.

체크인 할 때 룸도 침대방+침대방  침대방+온돌방 등 여러구조를 친절하게 알려주시고  거실에서 자는 아이들을 위해 침구도 제공해주셨습니다.

저는 프리미어 플러스/마운틴뷰였는데  깨끗하고 깔끔한 시설과 제주도에서만 볼 수 있는 야자수와 한라산 뷰 모두 마음에 들었어요. 커피머신  전자레인지  커피포트 비치되어있고 건식 세면대라 온가족이 쓰기 편했어요. 수건도 넉넉하고 매일 아침 신발장 앞에 놓으면 교환해주셨습니다.

리조트는 남쪽에 위치해 있어 저는 하루 동쪽  하루 서쪽  하루 남쪽 이렇게 투어하며 일정짜기 좋았어요.
여행 온 가족들 가격과 시설에 모두 만족해했어요.🙂
다음에 제주도를 오게 되면 재방문 의사 있습니다👍"
10.0," 직원분들이 모두 진심으로 친절하신걸 보니 친절하신 김민규지점장님이 모범을 잘 보여주셔서 그런가 싶어요. 
 리뉴얼된 룸은 인테리어도 훌륭하고 침대 매트리스와 침구도 좋아서 2일 동안 여독을 충분히 풀고 꿀잠을 잘 수 있었습니다. 전자렌지  캡슐커피머신  수저 컵  와인잔 접시  전기포트 등이 깔끔하게 정리되어 있었습니다.
 제주에일과 생수 제주컵라면등도 기본으로 1번  제공되었는데 모두 맛있었어요.^^
풀장에는 안전요원도 4 5명이나 상주하고 세세히 살피고 있어서 어린아이들과 놀기에도 좋았습니다.
리조트는 편의점부터 안의 시설물까지 일회용품 사용을 지양하고 있어서 제주환경을 지키는 실천을 하고 있었어요.
비오는 날에는 리조트 주변만 돌아도 충분히 살책을 할 수 있었고 리조트 주변의 제주곰집이라는 맛집은 걸어서도 갈만한 거리이고 그 외 배달가능한 맛집도 많았어요.
가족단위 여행이라면 켄싱턴리조트 서귀포 완전 강추입니다."
10.0,"부모님모시고 켄싱턴리조트 리뉴얼 룸 3박 이용했습니다! 마지막날 다른 가족이 추가입실하게되어 최대수용인원 침구추가가능여부와 금액  연박청소서비스를 받을수있는지 등 여러가지 질문이 많았는데 천정민담당자님이 아주 친절하게 설명  안내 및 추가@서비스까지 제공해주셔서 체크인시부터 기분좋은 여행이 되었습니다^^
외관은 오래되어 연식이 느껴졌지만 관리가 잘되어서 깔끔하다는 인상을 주었고 룸은 말할것도없이 리뉴얼되서 사진과 똑같습니다 ㅎㅎ들어가자마자 웰컴간식과 라면 맥주가 있더라구요 알차게 구성되어있어 잘 먹었어요~ 또한 베개에서 안좋은냄새가 나서 프론트에 교체요청드렸더니 바로 조치해주시더라구요 빠른처리로 불편함이 없엇습니다!
로비도 아주 깨끗하고 정원이 진짜 잘 가꿔져있어요 부모님이 매일 아침 산책하시면서 즐거워하셨어요! 
위치도 중문쪽이라 관광하기 좋구요 주변에 음식점이 많지는 않지만 리조트 입구에 삼겹살집 중국집도 있고 리조트내에 애슐리도 잇어서 식사걱정없이 지낼수있겠더라구요ㅎㅎ
저는 연휴에 이용하게 되어 저렴히 이용한것같지는 않지만 여러모로 만족도가 높아서 다음 제주여행때에도 재방문하려구요~ 잘 쉬고 편히 여행했습니다 아! 다시한번 천정민담당자님 감사해요!"
10.0,"급하게 잡은 숙소라서 아이들데리고 잠만 자야지 했는데 서귀포 제일 경치 좋은곳에 있는것 같아요 일출도 객실안 침대에서 볼수 있어 더없이 좋은 여행이였습니다. 
아이들 데리고 항상 숙소 청결상태는 늘 신경쓰는부분인데 만족 200프로 입니다! 
오래된 객실이라고 하는데 전혀 느끼지못할만큼 깨끗하게 잘 관리되어있더라구요! 
조식은 애슐리라 말할것도 없도 경치 끝내줍니다^^
(꼭 신청해서 드세요!)
사우나는 제가 갈땐 가오픈 기간이라 사람이 많지않았는데 드라이기도 새제품이라 좋았구요 빗도 다 개별 포장해서 소독기로 돌려주시니 넘 좋더라구요^^
다음번 여행에도 무조건 서귀포점으로 갑니다! 
아참 로비 한켠에 제주도 특산물파는 코너가 있는데요 
올레시장 가지마시고 여기서 꼭 사세요
(시장보다 저렴해요 시장은 구경만 하는걸로^^)

"
10.0,"수영장있고 가족 숙박 시설위주로  찾아 봤었는데 진흙속의 진주를 찾은 듯한 기분이었어요.
생각보다 시설도 깔끔했고 직원도 친절했고
비록 바다뷰는 아니었지만 5식구 큰방으로 업그레이드 해줘 여행시작부터 기분을 좋게 해주었답니다. 지하에 애슐리 퀸이있어 돈을 내고 조식을 먹었답니다.  종류는 적었지만 맛있었어요.  수영장높이도  1.5/1.2/1.0 깊이로 나눠져 있어 좋았고 안전요원들이 많아서 안심하고  물놀이 했답니다.  수영장 스낵바에 파는 종류도 여러가지이고 비싼 호텔보단 애들 데리고 다녀 오기엔 최적화였답니다. 이젠 제주도 오면 여기로 정착 할 정도로 다음에도 또 이용할 계획이랍니다. 추천함!!!"
10.0,"나이들어 조금씩 자유롭다는 것은 내주변에 많은 도움과 배려를 받고 있다는 증거이다.
늘 맘에  머물고 싶었던 그곳 서귀포  켄싱턴은 친구들과 올레길 걷다가 알게된 보물 같은 곳이다.
제주도 올때 가끔 지인찬스로 머물기도 했던 서귀포 켄싱턴리조트 ~
드뎌 7일을 친구와 함께 하기로 한 날
너무 기뻤다~
제주도는 숙소가 너무 많지만 내친구가 처음 뱅기 타고 처음 가는 제주도 인지라 제주를 느끼고 다리가 아파서 잘 걷지 못해도 숙소 주변산책이 가능하며 때때로 음식도 주변에서 해결해야 했던 나에겐 가성비 갑이었다.
조금걸어서 도로 타고 내려가면 다정이네 김밥 그 건너 앞에 카페에서 샌드의치와 커피한잔 .가격도 착해  맛도 좋아 ! 중년의 우리에게 안성맞춤이랄까~ㅎ
그리고 켄싱턴에서  애슐리의  식사는 내 마음에 쉼터를 찾은듯 편안했다.
미처 개인사정으로 일정을 다 못 마치고 올때 가족처럼 대해주던 프론트의 친절은 내맘을 흔들었고 하은년 님의 깊은 배려는 잊지 못할 추억으로 고이 간직하고 싶다. ""혹시~ 제가 도와 드릴게  있으면  말씀해주세요 도와드리고 싶습니다""라는 고마운 마음은  나도 살아가면서  누군가에 자연스럽게 나올 수있어야겠다는 마음을 먹게 하였다
리모델링 중이어서 군데군데 어수선함도 일정을 진행하느라  그다지 불편하지 않았다 .고객에게 더 많이 가까이 가고 있는 서귀포켄싱턴리조트 발전을 기대해본다
감사해요   서귀포켄싱턴리조트 ~^^"
10.0,"리뉴얼된룸을 3박 사용하였습니다
쾌적한 룸컨디션과 오션뷰 좋았습니다
부모님이 다리가 안 좋으셔서 올레길 대신 리조트내 산책코스를 아침저녁 즐기셨답니다
애슐리 조식도 체크인시 결재하면서 20% 할인 받을수있어 좋았습니다
친절한 직원분들도 감사했습니다"
