score,comment
10.0,일단 사장님이 너무 친절하시구요 아침에 토스트와 빵도 무료로 제공해주셨어요ㅎㅎ 든든하게 먹고 다음 날 시작할 수 있고 바다가 바로 보이고 범섬 등 크고 작은 섬도 보여서 경관이 장난 아닙니다. 그리고 예상치못하게 아침에 커튼을 열었는데 고양이 두 마리가 우리 마당에서 식빵을 굽고 있어서 너무 귀여웠어요 한참을 쳐다봤네요ㅎㅎ 숙도도 깔끔하고 모든 게 다 좋았습니다 ^^
10.0,제 어머니와 저는 미국 출신이며  이 펜션에서의 숙박을 너무나 즐겼습니다! 전망이 아름다웠고  아침 식사도 매우 멋졌으며  친절한 여성분께서 멋진 추천을 해주셨습니다! 주변이 매우 경치가 좋아 산책하기에도 좋았습니다. 벽이 얇고 침대가 딱딱한 것은 여기에서 흔한 것으로 알고 있습니다. 강력히 추천하며  더 오래 머무르고 싶습니다.
10.0,"1. 숙박기간 :  2/13~15일 (2박)
2. 숙박인원 : 4명 (부부  중ㆍ고생 아들2)
3. 숙박후기 : 2층 복층 '서랍속의 바다'
  1) 위치  
     - 서귀포 범섬앞 법환포구 근처로 숙소를 거점
       으로 해서 동쪽이나 서쪽으로 관관하기 좋고 
       매일올레시장 이마트가 가까워 장보기도 좋음
  2) 조식
    - 아침마다 사무실에서 크로와상  토스트 등과
      쥬스&커피를 주시는데 별도의 조식을 준비할
      필요없고  모자르면 더 주신다는데 더 받아온
      적 없을 정도 양은 충분하며 맛도 좋음
      특히  아침햇살 받으며 정원에서 식사도 좋음
 3) 숙소시설 
   - 전반적으로 깔끔하게 관리되고 있으며 
     숙소 내부 액자  조명  침대위의 꽃한송이까지
     세심한 배려가 곳곳에서 느껴짐
  - 1층에 망고홀릭도 있고  바베큐도 가능하고
     5분거리에 GS편의점도 있음
  - 게다가 아침마다 주변 맛집  관광지를 손수 
     포스트잇에 적어주셔서 너무 감사했음
  4) 숙소의 매력 포인트
    - 무엇보다 일출과 함게 창밖으로 펼쳐지는 바다 
      섬의 풍경은 마치 외국에 왔있는 듯한 느낌이
      들 정도로 환상적임  특히 2층 침대에서 커튼을
      열자마자 보이는 풍경은 이게 힐링이다 싶음
  - 바로앞이 둘레길이라 산책하기도 너무 좋고 
     나즈막히 들리는 파도소리도 평화로움
  - 아침 풍경을 사진찍오 보내니까 거기가 어디냐 
     외국에 있는거냐  숙소 이름을 알려달라는 등
      연락이 많이 옴
  - 중고생인 아들둘도 숙소에 대해서 만족함
 5) 총평
    - 女사장님과 친구분이 번갈아 사무실에 계시고
      두분 모두 너무 친절하심   
   - 다음에 제주도 연행은 다시 가게되면 무조건
      다시 숙박할 생각이며   
   -  와이프도 친구들과 다시 와보고 싶다고 하고  
      지인들도 모두 이 펜션에 와 보겠다고 할 정도.
   - 가격대비 만족도도 높음
   - 이번 여행에서 가장 기억에 남는 포인트임
     ★★★★★

      
      
                

"
10.0,사장님도 너무 친절하시고 뷰도 완전 어메이징 입니다!!! 조식도 챙겨주시고 ㅠㅠㅠ  아쉬운 점이라면 하필 바람이 너무 많이 불어서 나가지를 못했다는 거에요 ㅠㅠㅠ 추후에 제주도에 또 방문하게 되면 또 가고싶은 그런 곳이에욤~~~!!!
10.0,바닷가에서 성게도 잡고 게도 잡고.. 최고의 놀이터인데 하루만 묵어야해서 아쉬웠다. 뷰도 좋고 사장님 직원분 너무너무 친절하셔서 편안했다.  비수기에 와서 주차가 크게 문제없었는데 성수기라면 좀 힘들수도. 숙소위치가 너무 좋아서 다시 방문하고 싶다. 제공해주신 간단한 조식도 베리굿. 
10.0,복층으로 된 2층 침대방에서 보는 바다뷰가 정말 멋졌습니다. 다만 아이들이 어리다면 복층계단이 위험할 수도 있겠지만  5세 이상이면 오히려 엄청 좋아하더라고요. 주변의 편의시설도 좋아서 아이들과 함께 하기 편했습니다. 주변 산책길이 올레 길과 연결되고  해녀의 집이 바로앞에 있어서 해녀분들의 일하시는 모습도 볼 수 있었습니다. 관광지이기도 하지만 골목길 곳곳에 일반 가정집들이 공존하여 제주의 일상을 볼수있어서 더 좋았습니다. 친절한 사장님의 서비스덕에 더욱 만족했어요! 로컬만 아는 맛집이나 관광팁도 알려주시고  주변 귤농장의 맛난 귤도 한봉지 챙겨주셔서 저희 여행이 더욱 풍성했었답니다.  정말 감사해요~^^!
10.0,"일단 사장님의 서비스가 너무 만족 스러웠습니다!!
친절하시고 마트나 어디갈곳 추천도 잘해주시고  
팬션바로 앞에 바닷가라 뷰도 끝내주고 팬션도 깨끗해서 다음에 제주 여행 오면 꼭 올꺼에요!!
그리고 주변 분들한테 많이 알리는중이에요 ㅎㅎ 번창하시고 다음에 또 방문 하겠습니다!"
10.0,"위치도 좋고  바다 바로 앞이라 해뜨는게 보입니다. 
구름에 가려서 해뜨는거 못보긴했지만  아침에 2층 통창으로 보는 바다뷰 너무 이쁘더라구요. 
방은 작지만  지내기 부족함 없이 잘 지냈어요..
아침 토스트&커피도 너무 좋았습니다. "
10.0,"제주를 너무나 좋아해서 종종 가곤하는데 펜션에 머물러 보긴 처음이었어요
너무나 깔끔하고 예쁜 펜션이어서 지내는 내내 행복했습니다
뷰도 너무나 예뻤고 지내는 동안 아주 귀한 경험도 했습니다.
뷰가 너무 예뻐 멍하니 창밖을 보고 있는데 바로 가까이에서 돌고래 떼가 
지나가는거예요~  늦잠 자던 딸래미 돌고래 나타났단 소리에 벌떡 ㅋㅋㅋ
제주에 다니면서 처음봤거든요.  
지나가는구나 하는 찰라 다시 돌고래떼가 나타났어요
그러더니 가질 않고 계속 노는거예요 점프하고 뒤집고 완전 최고의 쑈였어요
제주에 있는 돌고래 다모여 운동회 하는줄 알았네요
이날 저흰 해가 떨어질 때까지 돌고래 실컷 봤습니다.
펜션 사장님도 이런 경우는 없었다고 하시더라구요
살면서 한번도 없던 일이라고 하셨습니다. 
너무 가까운 곳에서 보니 신기하고 행복하고 했습니다
사장님이 너무 살뜰히 챙겨주시고 간단한 조식도 챙겨주시고 
수건같은 물품도 충분히 쓸 수있게 배려해주셨어요
챙겨주시다 못해 갈 때 물도 싸주시더라구요
펜션 관리에 아주 정성을 들이고 있다고 보고 느꼈습니다.
덕분에 너무 편안하고 즐거운 일정이었습니다.
또 갈 일이 있어 오늘 보니 방이 없네요ㅠㅠ
사장님 다음에 봬요~~~"
9.6,"최근 2년동안 5번 제주를 방문했는데  연박한곳은 없었고 하루씩 묵었는데 그중에서 단연 최고라고 하고싶네요! 위치가 너무좋았고 숙소위생상태  시설 다 좋았습니다. 성격상 어디든가면 물티슈로 바닥청소하는데 먼지도 거의 없고 깨끗했어요.  복층방 사용했는데 뷰도 너무예쁘고 인테리어도 창문하나까지 액자처럼 예뻤어요.  조금만 더 자세히 알고 갔으면 일찍 체크인해서 숙소바로앞에서 스노쿨링도하고 했을텐데 그게 너무 아쉬워요.. 담에 제주를 가게된다면 꼭 여기서 연박할꺼에요^^ 아침 조식도 빵이랑 커피&주스 주셨는데 빵이 너무 맛있어서 아침 안먹는 딸도 순삭했습니다.
더 받으러간건 비밀..🤣
사장님의 친절한 연령대를 고려한 방문장소추천도 너무너무 도움이되었고 감사했습니다!
늘 건강하시고 다음에 꼭 다시 뵙기를 바랍니다^^"
