score,comment
10.0,두번째 방문입니다. 창문을 열면  성산일출봉이 보이고 앉아서 일출을 볼 수 있습니다. 직원분들 오성급마냥 친절하고 수영장이 11월인데도 운영이되어 고객을 생각하는 숙소구나 생각했습니다. 물론 물이 좀 차고 날씨가 추워서 들어가진 못해서 아쉬웠습니다. 날이좋다면(바람안부는날) 수영은 아니더라도 바베큐 시켜서 일출봉뷰에서 한잔 하는 것도 좋을듯요. 침대가 너무너무 포근하고 좋습니다. 맥주를 사갔는데 못먹고 스르르 잠들었고 아주 개운했습니다. 어디브랜드 침대인지 알려고 열어보기까지 했는데 아는데는 실패했어요^^ 길앞에 삼겹살집 핫하더라고요 김치찌게와 고기가 부드럽고 맛있으니 한끼정도는 꼭가보세요. 저는 수압 이야기는 꼭 하는게 샤워기 수압이 제주여행 숙소중 최고로 셌습니다. 몸에붙인 모기패치가 떨어져나갈정도이니 칭찬합니다. 다음에 또 방문하겠습니다. 참!!! 조식이 정말 훌륭하므로 꼭 드세요. 주변식당 한끼당 12천원에서 16천원하므로 아침은 꼭 호텔에서 드세요. 아주 든든하고 구성이 좋습니다. 식당이 성산일출봉뷰므로 일출시간 맞춰가세요. 와 나 너무 맘에들었는가봉가.. 
10.0,매번 일정 지나가다 눈으로만 봤던 곳이었는데 가격대비 진짜 미쳤습니다. 너무 좋아요! 모든 것이 완벽했어요 조식도 맛있고 직원분들이 진짜 천사마냥 친절하십니다. (제일 친절하셨던 분들은 옥상에 있는 수영장에 계셨던 여성 두분들!) 그 여성 두분들 덕분에 감동에 또 감동하여... 어쩜 그렇게 친절하실 수 있는지 감탄했어요!
10.0,세련되고 깨끗한 방은 성산 산을 바라보고 있어 일출을 볼 수 있습니다. 호텔 근처에는 많은 작은 식당들이 있으며 2분 거리에 멋진 베이커리가 있습니다. 여기에 머무르는 것을 강력히 추천합니다.
10.0,"호텔 완전 깔끔하고 좋아요!!
프론트에 계신 직원분도 완전 친절하게 응대해주셨어요
저희는 그냥 일반 더블룸을 예약했는데
편하게쓰시라고 룸 업그레이드 해드린다면서ㅠㅠ
너무감동했어용ㅠㅠ 좋아서 눈물날뻔했어요
저 룸 업그레이드 받아본거 처음이예요ㅋㅋㅋ
남들 룸 업그레이드 받았다는 말 듣기만들어봤지ㅋㅋㅋ
킹사이즈침대가 있는 방으로 업그레이드 받았는데
신랑이랑 둘이 누워서 뒹굴뒹굴거려도 자리가 남네요ㅋㅋㅋ
침대도 완전 폭신하고 이불도 바스락거리는 호텔침구
원래 씻고 맥주한잔 까고 자려고 했는데 침대가 너무 편해서
맥주도못먹고 바로 기절했어요ㅠㅠㅋㅋㅋ
꿈도안꾸고 완전 꿀잠잤어용ㅋㅋ
객실도 완전 깨끗하고 깔끔했어요~
조식도 가짓수도 다양하고 음식도 맛있었어요
특히 전복죽이 기가막히게 맛있네요
제 입맛에는 식당에서 파는 전복죽보다 더 맛있었어요
조식은 성산일출봉을 바라보면서 먹을 수 있어서 더 좋았어요
다음에 또 성산쪽에서 머무르게 된다면 골든튤립호텔로 갈거예요!!
1박 머무르면서 완전 만족스러웠어요^.^
"
10.0,방은 조금 좁지만  깨끗하고 위치도 좋습니다. 성산일출봉의 일출을 경험하기 최고의 숙소입니다. 조식뷔페는 엄청 맛있고  종류 엄청 많고 가성비 짱입니다. 꼭 신청해서 드시길~ 야채셀러드/치킨/소불고기/미역국/요거트/아이스크림/과일까지.
10.0,방 업그레이드 해주셔서 최고의 숙박이였어요. 주차는 낮에 갔을때만 지하에 자리가 있고 나갔다가 저녁에 들어왔을때는 한쪽으로 자리 될거 같은데 안된다고 해서 회전교차로돌아서 바로 길건너에 있는 보건소주차장에 주차했어요. 근데 외국인이 몰고온 차는 지하에 아슬아슬한 자리에 주차하게 해주더라고요. 좀 황당했지만 말이 안통해서 어쩔수없었다 하시니 뭐 이해합니다. 그리고 많은 블로그들에 나와있는 호텔 바로뒤 주차장은 유료화 되었어요. 그외는 다 좋습니다. 직원들 친절하고 1층에 편의점도 새벽1시까지 해요. 뷰가 최고라 아침에 일출보러 나가지 않았고 여러모로 행복한 숙박이였어요.
10.0,"위치도 좋고 뷰도 괜찮아요 조식도 필요한 것들만 잘 갖춰 두고 운영해서 상당히 괜찮더라구요 
다만 주차장이 조금 협소해서 도보로 3-4분 거리에 있는 곳에 주차했어요 그리고 프론트에 계시는 분들은 친절하다는 느낌보다는 굉장히 사무적인 느낌이 들더라구요 ㅋㅋ 불친절한 느낌까지는 아니었어서 괜찮았어요
그래도 전반적으로는 마음에 들어서 다음에 성산 근처에서 묵을 일 있으면 또 들를 것 같아요!"
10.0,"주말인데도 불구하고 이 금액에 이정도 객실이라니 아주 만족스럽습니다.
직원분들도 친절하셨고 조식도 좋았습니다.
이번 제주 숙소3곳 중 1순위입니다"
10.0,"조식에  전복죽은  없었어요... 그게그렇게맛있다던데... 못먹어  아쉬웠어요
조식은 깔끔하게 나오긴했는데.. 통조림파인애플은..
17000원짜리인데 간단히 먹기좋았어요..
호텔내부는 작은감있고  한여름엔  에어컨사용이 어쩔지모르겠으나  에어컨이 따로 작동할수 없는점 아쉬웠구요  직원분들은 모두 친절하셨어요 다음에 또가게되면 갈꺼예요~가격대비 만족하고 왔어요"
10.0,"1. 직원들의 친절한 태도 및 고급진 응대
2.편의점 있어서 더욱 편함
3.최신 시설이 이정도라니 
4.특히 침구류가 깨끗하고 푹신하고 잠자기에 방음도 잘되서 좋았습니다.

단점
유일한 단점이라고 하면 주차장 정도? 
그런데 만차일 경우 엄청 친절 젠틀하신 아저씨께서 호텔 뒷편 주차장을 잘 설명해주신 덕분에 좋았슴다

코로나 때문에 수영장 이용을 못해봐서 아쉬웠는데 성수기에도 이 가격이라니 정말 말 안됩니다 
아고다도 고마워요 

예약 후 안내 문자  체크인 당일 안내 문자 받아서 더욱 좋았고 제가 물건을 많이 흘리고 다니는데 프론트 직원분들께서 친절히 챙겨주신점 특히 감사합니다. 

성산 쪽에 많은 호텔들이 있는데요. 직전에는 더베스트에서 투숙했을 때보다 고급지고 편리해서 좋았던 것 같습니다. 추천드려요. "
