score,comment
10.0,"우선 위치가 중문 관광단지 안에 있어서 여러가지 액티비티를 하는데 접근성이 좋았습니다. 
처음 체크인 할 때부터 직원분이 너무나 친절하게 응대 해 주셔서 감사했습니다. 방도 다른 호텔대비 월등히 넓었고 욕실도 동시에 2명이 이용가능하도록 샤워실이 분리되어 있어서 좋았습니다. 조식도 간단하지만 알찼고  3박 후 다른 지역호텔로 이동할 때 청소년 아이가 매우 아쉬워하며 다음에 다시 오자고 했네요."
10.0,"가족끼리 묵는 숙소에 알맞은 켄싱턴리조트 중문점입니다. >.<
방에는 큰 침대 두개에 엄마랑 저  오빠는 아빠랑 잤는데 전혀 불편함 없구요. 제주 바다 조망을 보면서 가족끼리 커피마시며 간식 먹을 수 있는 쇼파공간이 있어서 참 좋았습니다. 
엄마아빠가 경치가 너무 좋다고 되게 좋아하셨어요.
중문관광단지 중심에 위치해 있어서 구경거리도 많고 맛집도 많구요. 그 어렵다는 숙성도에서 흙돼지도 맛보고 오고 그러다 입 심심하면 카운터 옆 프랑제리 빵집에서 빵 사다가 먹고 1층에는 세븐일레븐 편의점 있어서 간식거리링 맥주 사는것도 편해서 좋았습니다.
그리고 직원분들 엄청 친절하시구요~
엘레베이터는 없지만 호텔 층이 두개밖에 없는거나 마찬가지라서(3층 5층) 캐리어 들고 올라가기도 불편하진 않아요. 
나이드신분들 짐은 직원들이 옮겨다 주기도 하더라구요~!
여튼 저는 좋은 방에서 이틀간 잘 머무르다.왔습니다! 나중에 또 제주도 갈 때.예약할거예요!"
10.0,"위치 좋고 숙소 깨끗하고 쇼파도 있어서 좋아요. 발코니에서 바다구경할 수 있었고 아침엔 중문색달해수용장으로 이어지는 산책로로 산책도 했습니다.
엘리베이터는 없는데 3층이 입구층이어서 3층으로 배정받으면 계단 두세개만 올라가면 됩니다. 
조식은 한층 위였고  음식 맛있게 잘 먹었습니다. 저희 갔을 때는 완전히 여유로웠으나 테이블이 그리 많지는 않으니 투숙객 많은 시즌에는 붐빌 것 같긴하네요.
카페에서 파는 사과빵도 기념으로 사왔습니다. 있을때 안사면 금방 매진될것같아요.
아늑한 힐링 여행이 될 수 있었습니다. 감사합니다^^"
10.0,중문과 서귀포지점을 혼동해서 헤맸지만 상쇄할 만큼 직원분들께서 친절하셨고 룸도 넓어서 기대 이상이었어요 침대 사이즈도 넉넉하고 폭신해서 시부모님께서도 집에서 보다 더 잘 주무셨대요^^ 조식도 3일내내 메뉴가 약간씩 바뀌면서 아주 맛있게 잘 먹었습니다 특히 갓구운빵도 너무 맛있었어요 다음에 또 꼭 가고 싶어요^^
10.0,제주도 여러번 가봤지만 이제까지 중에 제일 마음에 드는 숙소였어요. 리모델링해서인지 룸컨디션 최상이었고  부대시설도 특급호텔에 비해서는 부족하지만 저희 가족에겐 딱 필요한 수준으로 잘 갖춰져 있었습니다. 조식부페도 조그맣지만 음식 맛있고 뷰가 넘 좋았고  1층 빵집 맛있구요... 수영장도 작지만 관리 잘되어있고 카바나금액도 적당해요. 룸은 4인가족에게 최적인데  침구 쾌적하고 전자렌지  인덕션 다 있구요.... 유일하게 단점이라면.... 들어가는 입구가 너무 좁다는거네요. 신발에 문이 걸려요 ㅋ 샤워실에 샤워기 두 개인것도 애들씻기기 넘 편한데  심지어 수압이 정말 빠방해요. 다음에 꼭 또 가고싶어요!^^
10.0,"가격대비 너무 좋은 숙소입니다 
위치도 중문관광단지안이라 어디든 가기 좋고 근처 맛집도 많아요 
전객실 오션뷰이긴한데 저희룸은 측면으로 더 잘보였어요 그래도 가든이랑 바다랑 보여서 넘 예쁘고 룸컨디션도 너무 좋았어요 
리모델링 한지 얼마 안되서 모두 다 깨끗하고 
간단한 조리도 할수 있게 되어있어 좋았어요 
침구도 깨끗하고 편했어요 
욕조가 있어 아이들 씻기기 좋았고 2박 했는데 
룸청소도 해주시고 수건도 넉넉하게 주셔서 
불편한점이 하나도 없었어요 
직원분들도 친절하고 
담에 또 제주오면 켄싱턴중문에서 숙박하려구요  "
9.6,"직원분들 친절하시고  센스있으시고  로비와 전반적인 시설이 화려하진 않지만 편안한 분위기를 갖췄어요. 들어서자마자 보이는 오션뷰와 나무들이 캘리포니아 같은 해외에 온 느낌이 들어 기분이 좋아졌어요. 

리조트다 보니 호텔 같은 부대시설(빨래방  헬스장 등)은 별로 없었는데 저희는 원래 잘 이용하지 않아서 괜찮았어요. 

리조트내 세븐일레븐은 개인이 운영하는 곳이라고 하고  사람들이 많지 않은 시간에는 문을 닫아놓고 전화하면 문 여시는거 같은데  전화 몇 번했는데 부재중이고  답신도 없어서 외부에 나가서 필요한 물품 샀네요. 그래도 주변에 다른 마트들이 있어서 지내는데 많이 불편하진 않았어요.

다만  제공되는 일부 타월에 먼지가 많아서 세면 및 샤워 후 타월사용하고 오히려 기분이 찜찜했습니다. 프론트 직원분께도 말씀드리고 왔네요.

또  약간 벽이 얇은지 옆방  윗방에서 크게 떠드는 소리나 재치기 소리가 가끔 들렸어요. 비수기라서 괜찮았는데  성수기 때는 좀 시끌벅적할 거 같아요.

리조트는 약간 후지다.라는 편견이 있었는데  중문 켄싱턴리조트는 호텔과 리조트 중간쯤으로  다같이 간단한 요리도 해먹고  다과도 먹고 할 수 있으면서 깨끗한 편이여서. 우리 커플과 가족들이 다함께 지내며 힐링하기엔 좋은 장소였습니다~"
10.0,리모델링해서 객실 내부 아주 깨끗하고 쾌적했고 퀸사이즈 베드 두개라 두명이서 넓게 썼어요! 4인가족이 온다면 가성비 최고일 것 같구요 침구상태 청소상태 등등 다 너무 좋았어요. 연박인데 중간에 소모품 채워주시고 침구까지 정리해주셔서 너무 감사했어요. 조식도 가격대비 완전 너무 잘나와서 이틀 다 맛있게 먹었구요 특히 체크인 친절하게 도와주신 박동선 선생님 덕분에 이틀 기분좋게 머물다 갑니다. 중문쪽 숙소 알아보는 지인들에게 강력하게 추천해줄거에요~ 재방문의사 100%입니다❤️
10.0,멋진 뷰와 친절한 직원들 그리고 편의시설 모두 좋습니다.  다음에 제주와도 여기 묵을 거 같아요.  특히 정원을 건너서 바닷길에 있는 카페까지 너무 황홀한 곳입니다. 추천해요.
10.0,"제주도의 분위기를 제대로 느끼고 갑니다.
작년에는 시내쪽에 있었는데 작년과 비교되는 휴가였어요
저흰 온전히 조용하고 쉬면서 바다쪽가서 힐링한번 하고 맛잇는것만 먹고 오자 였었어서
거기에 딱 맞는 리조트 였습니다.
솔직히 공항에서 리조트 오는거리때문에 렌트한거지 여기 리조트 주변에 식당이며 바닷가
모두 걸어서 이동 가능한곳이였어요
무엇보다 해변과 연결되어있는 산책로가
진짜 만족 대만족 이였습니다..
너무~~~~좋았어요"
