score,comment
10.0,최고의 바다전망 객실. 친절한 직원들. 아침뷔페 3.5만원 먹을만함. 호텔 앞 정원 넓고 정리 잘 되었고 산책에 좋음. 넓은 주차장. 600번 공항버스 종점과 출발점. 객실 바닥은 양탄자. 최신 시설은 아님. 동쪽 바다전망 객실은 대형실외기 소음 있음. 편의점 없음. 5월에는 육지에서 수학여행 온 고등학생들 땜에 밤에 객실이 좀 시끄러움.
10.0,언제나 뷰가 참 좋아요~ 이번에 제가 연세드신 엄마를 모시고 방문했다가 불편해하셔서 갑자기 방을 추가해서 같은층으로 부탁을 드렸는데 옆방으로 배려해주셔서 너무 감사했습니다. 오갈때 입구에서도 친절하게 응대해주셔서 참 좋았습니다. 또 방문하겠습니다~
10.0,겉으로는 오래된 호텔같지만 직원분들 너무 친절하시고 주차공간도 많고 숙소 컨디션도 리모델링을 해서 그런지 너무 깔끔하고 좋았어요.. 그리고 산책로.. 너무너무 멋있네요.. 다음에 또 꼭 올께요^^
10.0,시부모님 모시고 갔는데  오래되었지만 예전부터 좋은 호텔로 알려진 곳이어서 만족하시더라구요. 예전에 와 보고 싶으셨는데 못 오셨다고 하시면서 좋아하셨어요. 앞에 정원도 예뻐서 함께 산책도 하고 사진도 찍었구요. 바다뷰도 넘 예쁘고 좋아요. 넓은 호텔인데 바글바글한 느낌이 안들어서 좋고  조식도 가짓수도 많고 좋았습니다. 다음에는 저희 부모님 모시고 가려구요.
10.0,가격도 괜찮았고 조식도 좋았어요 그리고 직원들이 친절합니다. 위치는 풍경좋은 곳에 있어 더욱 좋아요.
10.0,"1. 투숙객 대부분 연령이 고령자 -> 그래서 조용함
2. 동종 5성급 호텔 대비 노후화 -> 세면대 높이가 턱없이 낮거나 인테리어가 80년대에 멈춘 느낌
3. 매트리스 어디껀지 궁금할 정도로 숙면이 가능함
4. 조경 끝판왕.. 짬을 내서라도 조경보러 산책해야함
5. 조식은 레토르트 댑힌거 없이 하나하나 만드신게 느껴짐. 자극적이지 않음.
6. 연식이 오래된 만큼 직원들이 베테랑임.. 여유가 느껴질 정도로 프로들이심."
10.0,"역사있는 호텔답게 위치가 좋아서 주변경관이
빼어납니다 
조식도 가격 대비 만족스럽습니다
시설이 다소 낡았지만  청소상태가좋아 이 부분 충분이 상쇄되고 직원들도 비교적 친절합니다
강추합니디

"
10.0,부대끼지 않고 조용하고 고즈넉한 곳에서 편안하게 쉬고 싶었는데  딱 그러했어요. 오랫동안 잘 관리된 정원과 다양한 새들  조용하고 넓은 산책로  친절한 직원 분들 전부 좋았습니다. 호텔 방은 쉬이 건조해지기 마련인데  여긴 이틀 내내 묵어도 건조하지 않고 온습도가 적절해서 너무 좋았어요. 
10.0,가장 좋아하는 호텔입니다. 화려하고 다양한 서비스 시설을 갖춘 많은 호텔 보다 그저 단정하고 평화로운 곳이라 제가 가장 좋아하는 곳입니다. 작년에 한번 들르고  이번에 또 들렀어요. 4월에 다시 제주 오는데 시간만 허락해준다면 며칠 묵고싶네요. 한가지 아쉬운 건 냉장고 소리가 꽤 거슬릴 정도로 크고  이웃한 객실 소리가 굉장히 잘 들립니다 ! 아  칫솔은 유상 판매중이니 참고하세요.
10.0,뷰도 완벽하고 실내수영장과 사우나도 잘 이용했구요. 조식도 무엇보다 맛있습니다. 중문근처라서 이동하기도 좋구요. 정말 추천하는 숙소입니다. 다음에도 또 이용할 계획입니다.
10.0,오션뷰로 주셨다길래 사실 그렇게 기대 안했는데 너무 멋져서 아침에 너무 기분이 좋았습니다~숙소도 깨끗하고 넓고 직원분들도 너무 친절하셔서 좋았습니다~다음엔 좀 여유있게 묵었다 가고싶네요^^
10.0,"어머니 생신 기념으로 투숙했습니다.
방도 깨끗하고 뷰도 훌륭하고 직원분들도 친절합니다.
특히 정원이 잘 조성되어 있어 산책하기 좋고  조식도 정말 만족스러웠어요.
편의점까지 거리가 있지만 주변에 올레시장이 있어 크게 불편하지 않았고  저희는 차를 렌트하지 않았는데 공항-호텔까지 칼 리무진이 있어 이동하기에도 편했어요.
서귀포내 숙소를 찾으시는 분들께 강력 추천합니다:)"
10.0,시설도 예전보다 깨끗해 졌고 식도 좋고 직원도 친절하고 환경은 어느곳 보다 좋으니 최곱니다~^^
10.0,오픈한지 오래되어 신축 호텔보다 인프라가 떨어져 보일 수 었있나 호텔 다운 전통  명예를 지키는 호텔이라 생각함 ㅡ 서비스  청결  시스템 ㅡ등이 여전히 안족스러웠음. 이번ㅇㅣ 두번째인데 그동안 왜 여길 안 왔을까 싶었음
10.0,"객실 청결 우수
직원 친절도 우수
호텔주변 산책로  사진 매우 우수
아침운동 코스 매우 좋음
조식을 못먹어서 아쉬움
재방문 하였음(총3회 방문)
가격대비 최고라고 평가하고 싶음"
9.6,"부모님 모시고 자녀왔는데 예전부터 자주가서 추억이 많은곳이라 잘 쉬고 왔습니다. 그리고 5성급호텔로서는 최고의 상성비를 갖춘곳이라 생각이 되어 지네요. 객실청소상태 좋고 직원들 친절하고..ㅎㅎ
다만 부대시설중 식당이 좀 더 다양하게 있었으면 하는 마음인데.. 그것이 좀 아쉽습니다."
10.0,"겨울제주여행이라 고민이었는데 오션뷰 좋다는 후기에 선택했습니다.
숙소에서 푸른바다와 예쁜 정원  일몰까지 멋진 경치를 감상할 수 있어 너무 좋았습니다.
호텔은 연식이 있어보이지만 깔끔하게 관리되어 있구요. 직원분들도 친잘합니다.
개인적으로 유일한 감점은 맛은 있었지만 가성비가 좀 떨어지는 조식 정도네요."
10.0,친절한 직원 맛있는 조식 오래됐지만 잘 관리된 시설... 가격대비 만족도가 매우 높았습니다
10.0,"제주의 최고의뷰를 볼수잇어서 정말 좋앗고 
호텔 정원이 그야말로 낙원이라 생각해서 가족 연인 친구 모두에게 힐링할수잇는 숙소입니다 강추요!!!"
10.0,"아침 조식과 조경이 아주 멋짐
좀 오래된 호텔이지만 제주 호텔 중 아주 좋음 경관을 자랑하는 곳에 위치하여서 좋았음 
힐링하고 감 
아침조식도 아주 만족함 음식도 좋았고 여유롭게 식사하며 경치도 즐기고 커피도 맛있었음
담에 또 올꺼임"
10.0,"여기는 무조건 오션뷰 선택하셔야 합니다...! 방 들어가자마자 문 열면 푸른 바다가 펼쳐져있는데 너무 좋아요! 또 숙소 앞에 다른 건물이 있는게 아니라 호텔 정원  그리고 바다라서 그냥 보고만 있어도 좋고  산책하면서 둘러봐도 좋아요.
또 조식을 신청해서 먹었는데 진짜 가격대비 정말 잘나와서 매번 배부르게 먹었고  흔히들 호텔조식 먹을거 없으면 콘플레이크 먹는데 그런거 먹을 배가 없었어요! 그냥 맛있습니다. (조식당에서도 바닷가랑 정원이 보여서 좋아요)
방도 호텔이 오래되어서 낡지는 않았을까 걱정했는데 예전에 리모델링을 한건지 깨끗하고 깔끔했어요. 청소 담당자분도 친절하시고  호텔 직원분들도 잘 응대해 주셨어요.
다음에도 제주도 여행가면 다시 서귀포 칼호텔 갈겁니다^^"
10.0,"오래된 5성호텔에 비해 룸컨디션 시설 모두 최고  

-키자마자 절절끓는 난방시스템  시원해지는 에어컨시스템
-호텔건물앞에 펼쳐진 대정원 잔디
-깔끔한 조식

세세한 디테일은 다 기억나지 않지만 90년대 중반 부모님과 어렸을적 엄청엄청 좋은 숙소 놀러갔을때를 생각나게해준 숙소였습니다(본인나이 30중반)

장인 장모님  1세 유아하고 같이 갔는데 오히려 전날묵은 키즈풀빌라보다 더 인상깊었습니다."
10.0,주변이 조용하고 올레6길의 중간에 있어서 해변 길 따라 산책하기도 좋은.. 제주도에 가면 항상 머물게 되는 호텔이네요. 이른 아침에 창가에 앉아 노래하는 예쁜새도 볼수 있어요.
10.0,"날씨가 안좋은날 투숙해서 올레길 정원을 못 보기는 해서 아쉽지만 호텔이 좋아서 좋았어요~^^
조식도 맛있어요~
잘 쉬다갑니다~
"
